single_pass_record_id,doi,paper_title,paper_status,source_kind,formulation_label,formulation_name,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,excipient_composition,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,device,study_type,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,source_evidence,confidence,notes,label_norm,time_h
10.1016/j.ijpharm.2019.118975::sp0003,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,M-R_IB,M-R_IB,Ibuprofen,10.0,%,w/w,10%,"[{'name': 'SEBS-M', 'concentration_value': 9.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '9%'}, {'name': 'Regalite™ H1100', 'concentration_value': 36.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '36%'}, {'name': 'Paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '45%'}]",cumulative amount,307.43,µg/cm²,24.0,h,Franz cell,in vitro,pig ear skin,local slaughterhouse,,PBS buffer (pH 7.4),finite,2.54 cm²,0.636,Table 5,1.0,,mrib,24.0
10.1016/j.ijpharm.2019.118975::sp0004,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,M-E_IB,M-E_IB,Ibuprofen,10.0,%,w/w,10%,"[{'name': 'SEBS-M', 'concentration_value': 9.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '9%'}, {'name': 'Eastotac™ H100W', 'concentration_value': 36.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '36%'}, {'name': 'Paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '45%'}]",cumulative amount,304.32,µg/cm²,24.0,h,Franz cell,in vitro,pig ear skin,local slaughterhouse,,PBS buffer (pH 7.4),finite,2.54 cm²,0.636,Table 5,1.0,,meib,24.0
10.1016/j.ijpharm.2019.118975::sp0005,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,H-R_IB,H-R_IB,Ibuprofen,10.0,%,w/w,10%,"[{'name': 'SEBS-H', 'concentration_value': 9.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '9%'}, {'name': 'Regalite™ H1100', 'concentration_value': 36.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '36%'}, {'name': 'Paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '45%'}]",cumulative amount,243.81,µg/cm²,24.0,h,Franz cell,in vitro,pig ear skin,local slaughterhouse,,PBS buffer (pH 7.4),finite,2.54 cm²,0.636,Table 5,1.0,,hrib,24.0
10.1016/j.ijpharm.2019.118975::sp0006,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,ok,,H-E_IB,H-E_IB,Ibuprofen,10.0,%,w/w,10%,"[{'name': 'SEBS-H', 'concentration_value': 9.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '9%'}, {'name': 'Eastotac™ H100W', 'concentration_value': 36.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '36%'}, {'name': 'Paraffin oil', 'concentration_value': 45.0, 'concentration_unit': '%', 'basis': 'w/w', 'raw': '45%'}]",cumulative amount,241.84,µg/cm²,24.0,h,Franz cell,in vitro,pig ear skin,local slaughterhouse,,PBS buffer (pH 7.4),finite,2.54 cm²,0.636,Table 5,1.0,,heib,24.0
10.1016/j.jpba.2019.04.040::sp0001,10.1016/j.jpba.2019.04.040,Selective modification of skin barrier lipids.,ok,,Skin Ac,Acetone-treated skin,Caffeine,1.0,%,w/v,1%,[],percutaneous absorption,2.26,µg/cm²,24.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,1% BSA in PBS,finite,10 µl of caffeine solution,1.86,Table 4,1.0,,skinac,24.0
10.1016/j.jpba.2019.04.040::sp0002,10.1016/j.jpba.2019.04.040,Selective modification of skin barrier lipids.,ok,,Skin Ac,Acetone-treated skin,Ibuprofen,1.0,%,w/v,1%,[],percutaneous absorption,14.0,µg/cm²,24.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS,finite,10 µl of ibuprofen solution,1.86,Table 5,1.0,,skinac,24.0
10.1208/s12249-013-9995-4::sp0001,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,,F1,Nanosuspension gel (HPMC K100),Ibuprofen,5.0,%,w/v,5% w/v,"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '1% w/v'}, {'name': 'HPMC K4', 'concentration_value': 2.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '2% w/v'}]",cumulative amount,298.0,μg,24.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,null,0.64,Table II,,,f1,24.0
10.1208/s12249-013-9995-4::sp0002,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,,F1,Nanosuspension gel (HPMC K100),Ibuprofen,5.0,%,w/v,5% w/v,"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '1% w/v'}, {'name': 'HPMC K4', 'concentration_value': 2.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '2% w/v'}]",cumulative amount,536.5,μg,48.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,null,0.64,Table II,,,f1,48.0
10.1208/s12249-013-9995-4::sp0003,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,,F1,Nanosuspension gel (HPMC K100),Ibuprofen,5.0,%,w/v,5% w/v,"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '1% w/v'}, {'name': 'HPMC K4', 'concentration_value': 2.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '2% w/v'}]",cumulative amount,1142.4,μg,72.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,null,0.64,Table II,,,f1,72.0
10.1208/s12249-013-9995-4::sp0004,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,,F2,Nanosuspension gel (HPMC K100),Ibuprofen,5.0,%,w/v,5% w/v,"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '1% w/v'}, {'name': 'HPMC K4', 'concentration_value': 2.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '2% w/v'}]",cumulative amount,155.9,μg,24.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,null,0.64,Table II,,,f2,24.0
10.1208/s12249-013-9995-4::sp0005,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,,F2,Nanosuspension gel (HPMC K100),Ibuprofen,5.0,%,w/v,5% w/v,"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '1% w/v'}, {'name': 'HPMC K4', 'concentration_value': 2.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '2% w/v'}]",cumulative amount,580.2,μg,48.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,null,0.64,Table II,,,f2,48.0
10.1208/s12249-013-9995-4::sp0006,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,,F2,Nanosuspension gel (HPMC K100),Ibuprofen,5.0,%,w/v,5% w/v,"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '1% w/v'}, {'name': 'HPMC K4', 'concentration_value': 2.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '2% w/v'}]",cumulative amount,1178.9,μg,72.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,null,0.64,Table II,,,f2,72.0
10.1208/s12249-013-9995-4::sp0007,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,,F3,Nanosuspension gel (HPMC K100),Ibuprofen,5.0,%,w/v,5% w/v,"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '1% w/v'}, {'name': 'HPMC K4', 'concentration_value': 2.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '2% w/v'}]",cumulative amount,140.2,μg,24.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,null,0.64,Table II,,,f3,24.0
10.1208/s12249-013-9995-4::sp0008,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,,F3,Nanosuspension gel (HPMC K100),Ibuprofen,5.0,%,w/v,5% w/v,"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '1% w/v'}, {'name': 'HPMC K4', 'concentration_value': 2.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '2% w/v'}]",cumulative amount,543.5,μg,48.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,null,0.64,Table II,,,f3,48.0
10.1208/s12249-013-9995-4::sp0009,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,ok,,F3,Nanosuspension gel (HPMC K100),Ibuprofen,5.0,%,w/v,5% w/v,"[{'name': 'Vitamin E TPGS', 'concentration_value': 1.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '1% w/v'}, {'name': 'HPMC K4', 'concentration_value': 2.0, 'concentration_unit': '%', 'basis': 'w/v', 'raw': '2% w/v'}]",cumulative amount,759.6,μg,72.0,h,Franz cell,in vitro,porcine skin,porcine,500.0,PBS (pH 7.4),infinite,null,0.64,Table II,,,f3,72.0
