model,model_label,provider,fold,condition,repeat,parsed_success,input_tokens,output_tokens,total_tokens,cost_usd_estimate,raw_response_path,error
gpt-5.4,GPT-5.4,openai,F2,general_context,1,True,246,35,281,0.00579,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F2_general_context_1.json,
gpt-5.4,GPT-5.4,openai,F2,general_context,2,True,246,34,280,0.005730000000000001,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F2_general_context_2.json,
gpt-5.4,GPT-5.4,openai,F2,icl,0,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F2_icl_0.json,
gpt-5.4,GPT-5.4,openai,F2,icl,1,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F2_icl_1.json,
gpt-5.4,GPT-5.4,openai,F2,icl,2,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F2_icl_2.json,
gpt-5.4,GPT-5.4,openai,F2,permuted_icl,0,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F2_permuted_icl_0.json,
gpt-5.4,GPT-5.4,openai,F2,permuted_icl,1,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F2_permuted_icl_1.json,
gpt-5.4,GPT-5.4,openai,F2,permuted_icl,2,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F2_permuted_icl_2.json,
gpt-5.4,GPT-5.4,openai,F3,no_context,0,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_no_context_0.json,
gpt-5.4,GPT-5.4,openai,F3,no_context,1,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_no_context_1.json,
gpt-5.4,GPT-5.4,openai,F3,no_context,2,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_no_context_2.json,
gpt-5.4,GPT-5.4,openai,F3,general_context,0,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_general_context_0.json,
gpt-5.4,GPT-5.4,openai,F3,general_context,1,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_general_context_1.json,
gpt-5.4,GPT-5.4,openai,F3,general_context,2,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_general_context_2.json,
gpt-5.4,GPT-5.4,openai,F3,icl,0,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_icl_0.json,
gpt-5.4,GPT-5.4,openai,F3,icl,1,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_icl_1.json,
gpt-5.4,GPT-5.4,openai,F3,icl,2,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_icl_2.json,
gpt-5.4,GPT-5.4,openai,F3,permuted_icl,0,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_permuted_icl_0.json,
gpt-5.4,GPT-5.4,openai,F3,permuted_icl,1,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_permuted_icl_1.json,
gpt-5.4,GPT-5.4,openai,F3,permuted_icl,2,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F3_permuted_icl_2.json,
gpt-5.4,GPT-5.4,openai,F4,no_context,0,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_no_context_0.json,
gpt-5.4,GPT-5.4,openai,F4,no_context,1,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_no_context_1.json,
gpt-5.4,GPT-5.4,openai,F4,no_context,2,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_no_context_2.json,
gpt-5.4,GPT-5.4,openai,F4,general_context,0,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_general_context_0.json,
gpt-5.4,GPT-5.4,openai,F4,general_context,1,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_general_context_1.json,
gpt-5.4,GPT-5.4,openai,F4,general_context,2,True,246,34,280,0.005730000000000001,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_general_context_2.json,
gpt-5.4,GPT-5.4,openai,F4,icl,0,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_icl_0.json,
gpt-5.4,GPT-5.4,openai,F4,icl,1,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_icl_1.json,
gpt-5.4,GPT-5.4,openai,F4,icl,2,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_icl_2.json,
gpt-5.4,GPT-5.4,openai,F4,permuted_icl,0,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_permuted_icl_0.json,
gpt-5.4,GPT-5.4,openai,F4,permuted_icl,1,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_permuted_icl_1.json,
gpt-5.4,GPT-5.4,openai,F4,permuted_icl,2,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F4_permuted_icl_2.json,
gpt-5.4,GPT-5.4,openai,F5,no_context,0,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_no_context_0.json,
gpt-5.4,GPT-5.4,openai,F5,no_context,1,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_no_context_1.json,
gpt-5.4,GPT-5.4,openai,F5,no_context,2,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_no_context_2.json,
gpt-5.4,GPT-5.4,openai,F5,general_context,0,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_general_context_0.json,
gpt-5.4,GPT-5.4,openai,F5,general_context,1,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_general_context_1.json,
gpt-5.4,GPT-5.4,openai,F5,general_context,2,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_general_context_2.json,
gpt-5.4,GPT-5.4,openai,F5,icl,0,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_icl_0.json,
gpt-5.4,GPT-5.4,openai,F5,icl,1,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_icl_1.json,
gpt-5.4,GPT-5.4,openai,F5,icl,2,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_icl_2.json,
gpt-5.4,GPT-5.4,openai,F5,permuted_icl,0,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_permuted_icl_0.json,
gpt-5.4,GPT-5.4,openai,F5,permuted_icl,1,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_permuted_icl_1.json,
gpt-5.4,GPT-5.4,openai,F5,permuted_icl,2,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F5_permuted_icl_2.json,
gpt-5.4,GPT-5.4,openai,F6,no_context,0,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_no_context_0.json,
gpt-5.4,GPT-5.4,openai,F6,no_context,1,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_no_context_1.json,
gpt-5.4,GPT-5.4,openai,F6,no_context,2,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_no_context_2.json,
gpt-5.4,GPT-5.4,openai,F6,general_context,0,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_general_context_0.json,
gpt-5.4,GPT-5.4,openai,F6,general_context,1,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_general_context_1.json,
gpt-5.4,GPT-5.4,openai,F6,general_context,2,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_general_context_2.json,
gpt-5.4,GPT-5.4,openai,F6,icl,0,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_icl_0.json,
gpt-5.4,GPT-5.4,openai,F6,icl,1,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_icl_1.json,
gpt-5.4,GPT-5.4,openai,F6,icl,2,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_icl_2.json,
gpt-5.4,GPT-5.4,openai,F6,permuted_icl,0,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_permuted_icl_0.json,
gpt-5.4,GPT-5.4,openai,F6,permuted_icl,1,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_permuted_icl_1.json,
gpt-5.4,GPT-5.4,openai,F6,permuted_icl,2,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F6_permuted_icl_2.json,
gpt-5.4,GPT-5.4,openai,F7,no_context,0,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_no_context_0.json,
gpt-5.4,GPT-5.4,openai,F7,no_context,1,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_no_context_1.json,
gpt-5.4,GPT-5.4,openai,F7,no_context,2,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_no_context_2.json,
gpt-5.4,GPT-5.4,openai,F7,general_context,0,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_general_context_0.json,
gpt-5.4,GPT-5.4,openai,F7,general_context,1,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_general_context_1.json,
gpt-5.4,GPT-5.4,openai,F7,general_context,2,True,246,33,279,0.00567,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_general_context_2.json,
gpt-5.4,GPT-5.4,openai,F7,icl,0,True,677,34,711,0.012195,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_icl_0.json,
gpt-5.4,GPT-5.4,openai,F7,icl,1,True,677,34,711,0.012195,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_icl_1.json,
gpt-5.4,GPT-5.4,openai,F7,icl,2,True,677,34,711,0.012195,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_icl_2.json,
gpt-5.4,GPT-5.4,openai,F7,permuted_icl,0,True,677,34,711,0.012195,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_permuted_icl_0.json,
gpt-5.4,GPT-5.4,openai,F7,permuted_icl,1,True,677,34,711,0.012195,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_permuted_icl_1.json,
gpt-5.4,GPT-5.4,openai,F7,permuted_icl,2,True,677,34,711,0.012195,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F7_permuted_icl_2.json,
gpt-5.4,GPT-5.4,openai,F8,no_context,0,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_no_context_0.json,
gpt-5.4,GPT-5.4,openai,F8,no_context,1,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_no_context_1.json,
gpt-5.4,GPT-5.4,openai,F8,no_context,2,True,151,33,184,0.0042450000000000005,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_no_context_2.json,
gpt-5.4,GPT-5.4,openai,F8,general_context,0,True,246,34,280,0.005730000000000001,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_general_context_0.json,
gpt-5.4,GPT-5.4,openai,F8,general_context,1,True,246,34,280,0.005730000000000001,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_general_context_1.json,
gpt-5.4,GPT-5.4,openai,F8,general_context,2,True,246,34,280,0.005730000000000001,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_general_context_2.json,
gpt-5.4,GPT-5.4,openai,F8,icl,0,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_icl_0.json,
gpt-5.4,GPT-5.4,openai,F8,icl,1,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_icl_1.json,
gpt-5.4,GPT-5.4,openai,F8,icl,2,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_icl_2.json,
gpt-5.4,GPT-5.4,openai,F8,permuted_icl,0,True,676,33,709,0.012119999999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_permuted_icl_0.json,
gpt-5.4,GPT-5.4,openai,F8,permuted_icl,1,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_permuted_icl_1.json,
gpt-5.4,GPT-5.4,openai,F8,permuted_icl,2,True,676,34,710,0.01218,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-5.4_F8_permuted_icl_2.json,
