record_id,doi,route,study_type,scientific_guard_pass,guard_reason,formulation_label,api_name,dosage_form,device,barrier,api_concentration_raw,components_text,evidence_preview,api_match,device_match,membrane_match,poloxamer_match,ethanol_match,propylene_glycol_match,matched_excipient_terms,level1_exact_match,level2_same_excipient_system,level3_partial_excipient_overlap,level4_same_api_device,highest_level,highest_level_label
record_20cc788ee0ea,10.1523/jneurosci.15-04-02768.1995,figure,IVPT,False,non_skin_or_membrane_context;excluded_non_topical_context,"S(+) ibuprofen (1 mg/kg, i.p.)",S(+) ibuprofen,,diffusion cell,N/A,,,"been shown to enhance substance P release from sensory neurons (Nicol et al., 1992), and it is possible that PGE, also facilitates release of other neurotransmitters, such as Study focuses on the effects of ibuprofen on spinal release of PG",True,True,False,False,False,True,propylene glycol,False,False,False,False,0,No funnel match
record_08d8e7a055b8,10.1523/jneurosci.15-04-02768.1995,figure,IVPT,False,non_skin_or_membrane_context;excluded_non_topical_context,"S(+) ibuprofen (10 mg/kg, i.p.)",S(+) ibuprofen,,diffusion cell,N/A,,,"been shown to enhance substance P release from sensory neurons (Nicol et al., 1992), and it is possible that PGE, also facilitates release of other neurotransmitters, such as Study focuses on the effects of ibuprofen on spinal release of PG",True,True,False,False,False,True,propylene glycol,False,False,False,False,0,No funnel match
record_0c86a8a8bb55,10.1523/jneurosci.5741-07.2008,text,IVPT,False,excluded_non_topical_context,text_1,ibuprofen,Injection,Franz diffusion cell,mouse skin,40 mg/kg,Ibuprofen 40 mg/kg ; PBS Vehicle ; Cremaphor 1:4:15 ; 5% Dextrose 1:4:15,animals were injected intraperitoneally with 40 mg/kg ibuprofen or vehicle (PBS)... | vehicle (1:4:15 Pharmasolv: Cremaphor: 5% Dextrose)... | 40 mg/kg ibuprofen or vehicle...,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_9ef995c91d9b,10.1523/jneurosci.5741-07.2008,text,both,False,non_ivpt_or_ivrt;excluded_non_topical_context,text_2,ibuprofen,Injection,Franz diffusion cell,mouse skin,40 mg/kg,Ibuprofen 40 mg/kg ; Cremaphor 1:4:15 ; 5% Dextrose 1:4:15,animals were injected intraperitoneally with 40 mg/kg ibuprofen or vehicle (PBS)... | vehicle (1:4:15 Pharmasolv: Cremaphor: 5% Dextrose)... | 40 mg/kg ibuprofen or vehicle...,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_3cafd2b883f5,10.1523/jneurosci.5741-07.2008,text,IVPT,False,excluded_non_topical_context,text_3,ibuprofen,Injection,Franz diffusion cell,mouse skin,40 mg/kg,Ibuprofen 40 mg/kg ; Cremaphor 1:4:15 ; 5% Dextrose 1:4:15,animals were injected intraperitoneally with 40 mg/kg ibuprofen or vehicle (PBS)... | vehicle (1:4:15 Pharmasolv: Cremaphor: 5% Dextrose)... | 40 mg/kg ibuprofen or vehicle...,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_4306a8808b9e,10.1523/jneurosci.5741-07.2008,text,both,False,non_ivpt_or_ivrt;excluded_non_topical_context,text_4,ibuprofen,Injection,Franz diffusion cell,mouse skin,40 mg/kg,Ibuprofen 40 mg/kg ; Cremaphor 1:4:15 ; 5% Dextrose 1:4:15,animals were injected intraperitoneally with 40 mg/kg ibuprofen or vehicle (PBS)... | vehicle (1:4:15 Pharmasolv: Cremaphor: 5% Dextrose)... | 40 mg/kg ibuprofen or vehicle...,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_971a466d8370,10.1523/jneurosci.5741-07.2008,text,IVPT,False,excluded_non_topical_context,text_5,ibuprofen,Injection,Franz diffusion cell,mouse skin,40 mg/kg,Ibuprofen 40 mg/kg ; Cremaphor 1:4:15 ; 5% Dextrose 1:4:15,animals were injected intraperitoneally with 40 mg/kg ibuprofen or vehicle (PBS)... | vehicle (1:4:15 Pharmasolv: Cremaphor: 5% Dextrose)... | 40 mg/kg ibuprofen or vehicle...,True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_28f2d35be22d,10.1593/neo.121890,figure,both,False,non_ivpt_or_ivrt,Ibuprofen Treatment,Ibuprofen,Oral,,,1 mg/ml,Ibuprofen therapeutic concentration weight/volume,Ibuprofen treatment caused a significant decrease in Rac1b expression | Ibuprofen treatment caused a significant decrease in Rac1b expression | eriod. --- PAGE 1 --- Ibuprofen Inhibits Colitis-Induced Overexpression of Tumor- Related Rac1b1,True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_61ffd65ceb45,10.1593/neo.121890,figure,both,False,non_ivpt_or_ivrt,Ibuprofen Treatment,Ibuprofen,Oral,,,1 mg/ml,Ibuprofen therapeutic concentration weight/volume,Ibuprofen treatment caused a significant decrease in Rac1b expression | Ibuprofen treatment caused a significant decrease in Rac1b expression | eriod. --- PAGE 1 --- Ibuprofen Inhibits Colitis-Induced Overexpression of Tumor- Related Rac1b1,True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_3ce2c5362afc,10.1593/neo.121890,figure,both,False,non_ivpt_or_ivrt,Ibuprofen Treatment - Time Point 1,Ibuprofen,Oral,,,1 mg/ml,Ibuprofen therapeutic concentration weight/volume,Findings included data showing Rac1b levels at 24 hours post-treatment | Findings included data showing Rac1b levels at 24 hours post-treatment | tment. --- PAGE 1 --- Ibuprofen Inhibits Colitis-Induced Overexpression of Tumor- Related Rac1,True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_db9e53b4e4c5,10.1593/neo.121890,figure,both,False,non_ivpt_or_ivrt,Ibuprofen Treatment - Time Point 2,Ibuprofen,Oral,,,1 mg/ml,Ibuprofen therapeutic concentration weight/volume,"Results include measurements of Rac1b levels after 72 hours | Results include measurements of Rac1b levels after 72 hours | ation. --- PAGE 1 --- Ibuprofen Inhibits Colitis-Induced Overexpression of Tumor- Related Rac1b1 Paulo Matos*,2, Lar",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_50c67f819b5f,10.18433/j3160b,figure,IVRT,False,non_skin_or_membrane_context,NSV-IBU 1%,Ibuprofen,,diffusion cell,LBG/xanthan hydrogel,1%,Niosomes weight/volume,"only about 60% of the loaded drug was capable to diffuse from the matrix (Figure 3a). | only about 60% of the loaded drug was capable to diffuse from the matrix (Figure 3a). | nding on molecule features, on purified vesicles, after their di",True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_465f54a451d1,10.18433/j3160b,figure,IVRT,False,non_skin_or_membrane_context,NSV-IBU 1%,Ibuprofen,,diffusion cell,LBG/xanthan hydrogel,1%,Niosomes weight/volume,"a rather different behaviour was detected when IBU, i.e. a hydrophobic drug (very slightly soluble in water, < 1 mg/mL, 25° C), was tested. | a rather different behaviour was detected when IBU, i.e. a hydrophobic drug (very slightly soluble",True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_6536e275b856,10.18433/j3160b,figure,IVRT,False,non_skin_or_membrane_context,NSV-IBU 1%,Ibuprofen,,diffusion cell,LBG/xanthan hydrogel,1%,Niosomes weight/volume,"only about 60% of the loaded drug was capable to diffuse from the matrix (Figure 3a). | only about 60% of the loaded drug was capable to diffuse from the matrix (Figure 3a). | nding on molecule features, on purified vesicles, after their di",True,True,False,False,False,False,,False,False,False,False,0,No funnel match
record_973925f56245,10.21203/rs.3.rs-3773667/v1,table,IVRT,False,non_skin_or_membrane_context,Sample B,Ibuprofen,Coated Fabric,,cotton fabric with hydrophobic drug cover layer,1 mg/cm²,Ibuprofen Loading Based ; Cotton Fabric Base Material ; PLA-PEG Copolymer Drug Carrier,The amount of the released drug reached 239 µg/g for Sample E after 14 days. | The amount of the released drug reached 239 µg/g for Sample E after 14 days. | ulose molecules are acting as an initiator[28]. Two PLA forms were chosen to enclo,True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_56fa9eac1385,10.21203/rs.3.rs-3773667/v1,table,IVRT,False,non_skin_or_membrane_context,Sample C,Ibuprofen,Coated Fabric,,cotton fabric with hydrophobic drug cover layer,1 mg/cm²,Ibuprofen Loading Based ; Cotton Fabric Base Material ; PLA-PEG Copolymer Drug Carrier,The amount of the released drug reached 209 µg/g for Sample C after 14 days. | The amount of the released drug reached 209 µg/g for Sample C after 14 days. | ulose molecules are acting as an initiator[28]. Two PLA forms were chosen to enclo,True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_b19ebae807b2,10.21203/rs.3.rs-3773667/v1,table,IVRT,False,non_skin_or_membrane_context,Sample E,Ibuprofen,Coated Fabric,,cotton fabric with hydrophobic drug cover layer,1 mg/cm²,Ibuprofen Loading Based ; Cotton Fabric Base Material ; Star-PLA Polymer Drug Carrier,The amount of the released drug reached 239 µg/g for Sample E after 14 days. | The amount of the released drug reached 239 µg/g for Sample E after 14 days. | ulose molecules are acting as an initiator[28]. Two PLA forms were chosen to enclo,True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_e0f692cb7519,10.3389/fphar.2024.1355283,figure,IVPT,True,,I-HA,Ibuprofen,,,"round window membrane, tympanic membrane",,Hyaluronic Acid ; Ibuprofen,"permeation of I-HA across in vitro RWM permeation model. Mean ± SD; n = 4–7; Welch’s t-test; *p < 0.05. | omings, localized drug delivery to the target tissue would be expected to improve drug availability, therapeutic efﬁciency, and safety",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_a3142734cc9f,10.3389/fphar.2024.1355283,figure,IVPT,True,,I-HA,Ibuprofen,,,"round window membrane, tympanic membrane",,Hyaluronic Acid ; Ibuprofen,"24 h permeation of I-HA across in vitro TM permeation model. | ransepithelial electrical resistance; TM, tympanic membrane. Frontiers in Pharmacology frontiersin.org 11 Birru et al. 10.3389/fphar.2024.1355283 The study presents multiple for",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_5a2901d16067,10.3389/fphar.2024.1355283,figure,IVPT,True,,I-HA,Ibuprofen,,,"round window membrane, tympanic membrane",,Hyaluronic Acid ; Ibuprofen,"4 h permeation of I-HA across in vitro RWM permeation model. | ransepithelial electrical resistance; TM, tympanic membrane. Frontiers in Pharmacology frontiersin.org 11 Birru et al. 10.3389/fphar.2024.1355283 The study presents multiple for",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_6791b1578ec1,10.3389/fphys.2016.00263,figure,uncertain,False,non_ivpt_or_ivrt;non_skin_or_membrane_context;excluded_non_topical_context,NAC + IH,Ibuprofen,intravenous,,,15 mg/kg,Ibuprofen finite,"The augmented apneic responses to capsaicin...significantly reduced among IH rats treated with ibuprofen | thermore, capsaicin (1 µg/kg), a potent chemical stimulant of LVCFs, was injected as a bolus into the right atrium. Only aﬀerent ﬁber",True,False,True,False,True,False,ethanol,False,False,False,False,0,No funnel match
record_66049faea073,10.3389/fphys.2016.00263,figure,uncertain,False,non_ivpt_or_ivrt;non_skin_or_membrane_context;excluded_non_topical_context,NAC + IH,Ibuprofen,intravenous,,,15 mg/kg,Ibuprofen finite,"The augmented apneic responses to capsaicin...significantly reduced among IH rats treated with ibuprofen | thermore, capsaicin (1 µg/kg), a potent chemical stimulant of LVCFs, was injected as a bolus into the right atrium. Only aﬀerent ﬁber",True,False,True,False,True,False,ethanol,False,False,False,False,0,No funnel match
record_1fdbfc6e224e,10.3389/fphys.2016.00263,figure,uncertain,False,non_ivpt_or_ivrt;non_skin_or_membrane_context;excluded_non_topical_context,Vehicle 1 + IH,Ibuprofen,intravenous,,,15 mg/kg,Ibuprofen finite,"The augmented apneic responses to capsaicin...significantly reduced among IH rats treated with ibuprofen | thermore, capsaicin (1 µg/kg), a potent chemical stimulant of LVCFs, was injected as a bolus into the right atrium. Only aﬀerent ﬁber",True,False,True,False,True,False,ethanol,False,False,False,False,0,No funnel match
record_c5d101295c15,10.3389/fphys.2016.00263,figure,uncertain,False,non_ivpt_or_ivrt;non_skin_or_membrane_context;excluded_non_topical_context,Vehicle 1 + IH,Ibuprofen,intravenous,,,15 mg/kg,Ibuprofen finite,"The augmented apneic responses to capsaicin...significantly reduced among IH rats treated with ibuprofen | thermore, capsaicin (1 µg/kg), a potent chemical stimulant of LVCFs, was injected as a bolus into the right atrium. Only aﬀerent ﬁber",True,False,True,False,True,False,ethanol,False,False,False,False,0,No funnel match
record_6a7eb23c8774,10.3390/membranes13030355,table,IVRT,True,,IBU removal,ibuprofen,solution,,reverse osmosis membrane,500 µg/L,Ibuprofen influents,"Removal of IBU: 98.93% at 500 µg/L | Removal of IBU: 98.93% at 500 µg/L | Removal of IBU: 98.93% at 500 µg/L Removal experiments conducted at varying concentrations and pressures. --- PAGE 1 --- Citation: Liu, J.; Duan, L.; Gao, Q.; Zhao, Y",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_2a2672953a1d,10.3390/membranes13030355,table,IVRT,True,,IBU removal,ibuprofen,solution,,reverse osmosis membrane,0 mg/L,Ibuprofen max_stable,"Lowest removal rate of IBU at 8 bar: 96.41% | Lowest removal rate of IBU at 8 bar: 96.41% | Lowest removal rate of IBU at 8 bar: 96.41% Effects of pre-membrane pressure tested. --- PAGE 1 --- Citation: Liu, J.; Duan, L.; Gao, Q.; Zhao, Y.; ",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_71107dc9af13,10.3390/molecules28207156,table,IVPT,True,,Artemisia absinthium extracts MF,,Extract,,,78.1 ± 2.3,,"etylcholinesterase and Hyaluronidase inhibitors from Paeonia parnassica extracts through a Hetero Covariance Approach, Aligiannis Nektariosa. J. Ethnopharmacol. 2020, 257, 111547. [CrossRef] 15. Bazinet, L.; Doyen, A. Antioxidants, mechanis",False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_785196d303e1,10.3390/molecules28207156,table,IVPT,True,,Artemisia absinthium extracts concentrate,,Extract,,,34.7 ± 1.2,,"etylcholinesterase and Hyaluronidase inhibitors from Paeonia parnassica extracts through a Hetero Covariance Approach, Aligiannis Nektariosa. J. Ethnopharmacol. 2020, 257, 111547. [CrossRef] 15. Bazinet, L.; Doyen, A. Antioxidants, mechanis",False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_6064914aedba,10.3390/molecules28207156,table,IVPT,True,,Artemisia vulgaris extracts MF,,Extract,,,74.1 ± 2.6,,"etylcholinesterase and Hyaluronidase inhibitors from Paeonia parnassica extracts through a Hetero Covariance Approach, Aligiannis Nektariosa. J. Ethnopharmacol. 2020, 257, 111547. [CrossRef] 15. Bazinet, L.; Doyen, A. Antioxidants, mechanis",False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_de6fae5613ca,10.3390/molecules28207156,table,IVPT,True,,Artemisia vulgaris extracts concentrate,,Extract,,,17.2 ± 1.2,,"etylcholinesterase and Hyaluronidase inhibitors from Paeonia parnassica extracts through a Hetero Covariance Approach, Aligiannis Nektariosa. J. Ethnopharmacol. 2020, 257, 111547. [CrossRef] 15. Bazinet, L.; Doyen, A. Antioxidants, mechanis",False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_841675c590bd,10.3390/molecules28207156,table,IVPT,True,,Ibuprofen,Ibuprofen,Tablets,,,5.7 ± 0.2,,"etylcholinesterase and Hyaluronidase inhibitors from Paeonia parnassica extracts through a Hetero Covariance Approach, Aligiannis Nektariosa. J. Ethnopharmacol. 2020, 257, 111547. [CrossRef] 15. Bazinet, L.; Doyen, A. Antioxidants, mechanis",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_dcb14df0525a,10.3390/molecules28207156,table,IVPT,True,,T. foenum-graecum extracts MF,,Extract,,,67.4 ± 2.6,,"etylcholinesterase and Hyaluronidase inhibitors from Paeonia parnassica extracts through a Hetero Covariance Approach, Aligiannis Nektariosa. J. Ethnopharmacol. 2020, 257, 111547. [CrossRef] 15. Bazinet, L.; Doyen, A. Antioxidants, mechanis",False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_fa22d53562d2,10.3390/molecules28207156,table,IVPT,True,,T. foenum-graecum extracts concentrate,,Extract,,,17.6 ± 1.2,,"etylcholinesterase and Hyaluronidase inhibitors from Paeonia parnassica extracts through a Hetero Covariance Approach, Aligiannis Nektariosa. J. Ethnopharmacol. 2020, 257, 111547. [CrossRef] 15. Bazinet, L.; Doyen, A. Antioxidants, mechanis",False,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_6985299e799c,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_c447072b4569,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_7a488406a9ab,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_e56d12da6110,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_78260fd2f235,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_66b02b4fbf70,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_671f2cae7a6e,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_719fc9a9d07a,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_62949d412ef7,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_67bd50b0e73c,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_7dc18248cda0,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_c84160eda0bb,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_e6bcd65ec626,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_317a07999fda,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_9fdffcafbf4e,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_e2382147b1cd,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_33a608f5b97a,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_3f6ffcf94e8b,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_2a3f65cf4898,10.4103/jomfp.jomfp_253_19,mixed,IVPT,True,,Ibuprofen,Ibuprofen,,,,,Ibuprofen,"MENT CONDITION CONTEXT (source=html_remote) --- - ling. J Clin Periodontol. 1991;18:111–6. doi: 10.1111/j.1600-051x.1991.tb01699.x. [ DOI ] [ PubMed ] [ Google Scholar ] 14. Taiyeb Ali TB, Waite IM. The effect of systemic ibuprofen on gingi",True,False,False,False,False,False,,False,False,False,False,0,No funnel match
record_cf8f689281a3,10.1007/s11095-008-9785-y,mixed,IVPT,True,,Ibuprofen 750 μg/cm²,Ibuprofen,Gel,Franz diffusion cell,stratum corneum,Ibuprofen saturated solution in 75:25 propylene glycol/water,Ibuprofen topical application ; Propylene Glycol 75:25 mixture with water co-solvent,Ibuprofen concentration measured after various time delays post-application. | Ibuprofen concentration measured after various time delays post-application. | er occlusion (closed symbols) or left open to the ambient condition in between the,True,True,False,False,False,True,propylene glycol,False,False,True,True,3,Level 3: Partial excipient overlap
record_376e82e8f4c3,10.1007/s11095-008-9785-y,mixed,IVPT,True,,Ibuprofen 750 μg/cm²,Ibuprofen,Gel,Franz diffusion cell,stratum corneum,Ibuprofen saturated solution in 75:25 propylene glycol/water,Ibuprofen topical application ; Propylene Glycol 75:25 mixture with water co-solvent,Ibuprofen concentration measured after various time delays post-application. | Ibuprofen concentration measured after various time delays post-application. | er occlusion (closed symbols) or left open to the ambient condition in between the,True,True,False,False,False,True,propylene glycol,False,False,True,True,3,Level 3: Partial excipient overlap
record_f4ad6fc69336,10.1007/s11095-008-9785-y,mixed,IVPT,True,,Ibuprofen 750 μg/cm²,Ibuprofen,Gel,Franz diffusion cell,stratum corneum,Ibuprofen saturated solution in 75:25 propylene glycol/water,Ibuprofen topical application ; Propylene Glycol 75:25 mixture with water co-solvent,Ibuprofen concentration measured after various time delays post-application. | Ibuprofen concentration measured after various time delays post-application. | er occlusion (closed symbols) or left open to the ambient condition in between the,True,True,False,False,False,True,propylene glycol,False,False,True,True,3,Level 3: Partial excipient overlap
record_1b7997ecf760,10.1007/s11095-008-9785-y,mixed,IVPT,True,,Ibuprofen 750 μg/cm²,Ibuprofen,Gel,Franz diffusion cell,stratum corneum,Ibuprofen saturated solution in 75:25 propylene glycol/water,Ibuprofen topical application ; Propylene Glycol 75:25 mixture with water co-solvent,Ibuprofen concentration measured after various time delays post-application. | Ibuprofen concentration measured after various time delays post-application. | er occlusion (closed symbols) or left open to the ambient condition in between the,True,True,False,False,False,True,propylene glycol,False,False,True,True,3,Level 3: Partial excipient overlap
record_d39ce62be933,10.1007/s11095-008-9785-y,mixed,IVPT,True,,Ibuprofen 750 μg/cm²,Ibuprofen,Gel,Franz diffusion cell,stratum corneum,Ibuprofen saturated solution in 75:25 propylene glycol/water,Ibuprofen topical application ; Propylene Glycol 75:25 mixture with water co-solvent,Ibuprofen concentration measured after various time delays post-application. | Ibuprofen concentration measured after various time delays post-application. | er occlusion (closed symbols) or left open to the ambient condition in between the,True,True,False,False,False,True,propylene glycol,False,False,True,True,3,Level 3: Partial excipient overlap
