record_id,doi,source_baseline,policy_level,formulation_label,formulation_name,api_name,api_concentration_value,api_concentration_unit,api_basis,excipient_composition,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,normalized_value_ug_cm2,device,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,source_evidence
record_6378b97946c2,10.1208/s12249-013-9995-4,claude,v3,F8,F8,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=−1 (0.1); HPMC K100 level 1.0 coded level note=source cell=+1 (1.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,734.4,μg,72.0,h,1147.5,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F8 | +1 (300) | −1 (0.1) | +1 (1.0) | 96.4 (1.6) | 17.7 (2.4) | 132.3 (51.6) | 464.8 (110.8) | 734.4 (88.8) | endpoint@Table 2: F8 | +1 (300) | −1 (0.1) | +1 (1.0) | 96.4 (1.6) | 17.7 (2.4) | 132.3 (51.6) | 464.8 (110.8) | 734.4 (88.8) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
record_59930f2888d3,10.1248/cpb.c21-00033,claude,v3,#0,#0,ibuprofen,,,,"lidocaine 0.0 molar fraction [at preparation] note=LID molar fraction 0; ibuprofen 1.0 molar fraction [at preparation; 100% suspended ibuprofen, no IL formed]; IL (lidocaine-ibuprofen) 0.0 molar fraction [after preparation]; dissolved ibuprofen in IL 0.0 molar fraction [after preparation]; suspended ibuprofen in IL 1.0 molar fraction [after preparation]",amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,formulation@Table 2: Table 2. Molar Fraction of Lidocaine (LID) and Ibuprofen (IBU) at and after IL Preparation. Preparation #0: At preparation LID/IBU ratio 0/1.0; After preparation: LID/IBU as IL ... | membrane_type@Table 2: aration #0 is pure ibuprofen (no IL). Steady-state flux (fluxss) calculated from slope of cumulative permeation 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japa... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: 0 is pure ibuprofen (no IL). Steady-state flux (fluxss) calculated from slope of cumulative permeation 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | receptor_medium@Table 2: 0 is pure ibuprofen (no IL). Steady-state flux (fluxss) calculated from slope of cumulative permeation 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | dose_type@Table 2: 0 is pure ibuprofen (no IL). Steady-state flux (fluxss) calculated from slope of cumulative permeation 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69...
record_68421bba5cec,10.1248/cpb.c21-00033,claude,v3,#1,#1,ibuprofen,0.9,molar fraction,molar fraction at preparation,lidocaine 0.1 molar fraction [at preparation]; ibuprofen 0.9 molar fraction [at preparation]; IL (lidocaine-ibuprofen) 0.1 molar fraction (each component) [after preparation; LID 0.1 / IBU 0.1]; dissolved ibuprofen in IL 0.26 molar fraction [after preparation]; suspended ibuprofen in IL 0.54 molar fraction [after preparation; IBU-suspended IL],amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,formulation@Table 2: Table 2. Preparation #1: At preparation 0.1/0.9; After preparation IL 0.1/0.1; Dissolved 0/0.26; Suspended 0/0.54(a) | membrane_type@Table 2: ; Dissolved 0/0.26; Suspended 0/0.54(a) IBU-suspended IL. fluxss calculated from slope of cumulative permeation 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japa... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: ed 0/0.26; Suspended 0/0.54(a) IBU-suspended IL. fluxss calculated from slope of cumulative permeation 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | receptor_medium@Table 2: ed 0/0.26; Suspended 0/0.54(a) IBU-suspended IL. fluxss calculated from slope of cumulative permeation 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | dose_type@Table 2: ed 0/0.26; Suspended 0/0.54(a) IBU-suspended IL. fluxss calculated from slope of cumulative permeation 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69...
record_680d383d11b3,10.1248/cpb.c21-00033,claude,v3,#2,#2,ibuprofen,0.8,molar fraction,molar fraction at preparation,"lidocaine 0.2 molar fraction [at preparation]; ibuprofen 0.8 molar fraction [at preparation]; IL (lidocaine-ibuprofen) 0.2 molar fraction (each component) [after preparation; LID 0.2 / IBU 0.2]; dissolved ibuprofen in IL 0.52 molar fraction [after preparation; 0.52 ± 0.01 mean±SD, n=3]; suspended ibuprofen in IL 0.08 molar fraction [after preparation; IBU-suspended IL]",amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,formulation@Table 2: Table 2. Preparation #2: At preparation 0.2/0.8; After preparation IL 0.2/0.2; Dissolved 0/0.52; Suspended 0/0.08(a) | membrane_type@Table 2: d 1–8 h. Ibuprofen solubility in IL determined as 0.52±0.01 parts per 0.2 parts IL (i.e. 2.6 parts IBU per 1 part IL). --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japa... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: Ibuprofen solubility in IL determined as 0.52±0.01 parts per 0.2 parts IL (i.e. 2.6 parts IBU per 1 part IL). --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | receptor_medium@Table 2: Ibuprofen solubility in IL determined as 0.52±0.01 parts per 0.2 parts IL (i.e. 2.6 parts IBU per 1 part IL). --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | dose_type@Table 2: Ibuprofen solubility in IL determined as 0.52±0.01 parts per 0.2 parts IL (i.e. 2.6 parts IBU per 1 part IL). --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69...
record_1a4b21f6917f,10.1248/cpb.c21-00033,claude,v3,#3,#3,ibuprofen,0.7,molar fraction,molar fraction at preparation,lidocaine 0.3 molar fraction [at preparation]; ibuprofen 0.7 molar fraction [at preparation]; IL (lidocaine-ibuprofen) 0.3 molar fraction (each component) [after preparation]; dissolved ibuprofen in IL 0.4 molar fraction [after preparation]; suspended ibuprofen in IL 0.0 molar fraction [after preparation; no suspension],amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,formulation@Table 2: Table 2. Preparation #3: At preparation 0.3/0.7; After preparation IL 0.3/0.3; Dissolved 0/0.4; Suspended 0/0 | membrane_type@Table 2: ter preparation IL 0.3/0.3; Dissolved 0/0.4; Suspended 0/0 Clear solution (no precipitation). fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japa... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: ration IL 0.3/0.3; Dissolved 0/0.4; Suspended 0/0 Clear solution (no precipitation). fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | receptor_medium@Table 2: ration IL 0.3/0.3; Dissolved 0/0.4; Suspended 0/0 Clear solution (no precipitation). fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | dose_type@Table 2: ration IL 0.3/0.3; Dissolved 0/0.4; Suspended 0/0 Clear solution (no precipitation). fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69...
record_c823d905d9ab,10.1248/cpb.c21-00033,claude,v3,#4,#4,ibuprofen,0.6,molar fraction,molar fraction at preparation,lidocaine 0.4 molar fraction [at preparation]; ibuprofen 0.6 molar fraction [at preparation]; IL (lidocaine-ibuprofen) 0.4 molar fraction (each component) [after preparation]; dissolved ibuprofen in IL 0.2 molar fraction [after preparation]; suspended ibuprofen in IL 0.0 molar fraction [after preparation; no suspension],amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,formulation@Table 2: Table 2. Preparation #4: At preparation 0.4/0.6; After preparation IL 0.4/0.4; Dissolved 0/0.2; Suspended 0/0. All non-IL ibuprofen was dissolved in IL. | membrane_type@Table 2: l non-IL ibuprofen was dissolved in IL. Clear solution. All non-IL ibuprofen dissolved in IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japa... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: ibuprofen was dissolved in IL. Clear solution. All non-IL ibuprofen dissolved in IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | receptor_medium@Table 2: ibuprofen was dissolved in IL. Clear solution. All non-IL ibuprofen dissolved in IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | dose_type@Table 2: ibuprofen was dissolved in IL. Clear solution. All non-IL ibuprofen dissolved in IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69...
record_7490da0d3c66,10.1248/cpb.c21-00033,claude,v3,#5,#5,ibuprofen,0.5,molar fraction,molar fraction at preparation,"lidocaine 0.5 molar fraction [at preparation]; ibuprofen 0.5 molar fraction [at preparation]; IL (lidocaine-ibuprofen) 0.5 molar fraction (each component) [after preparation; 100% IL, equimolar]; dissolved ibuprofen in IL 0.0 molar fraction [after preparation]; suspended ibuprofen in IL 0.0 molar fraction [after preparation]",amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,formulation@Table 2: Table 2. Preparation #5: At preparation 0.5/0.5; After preparation IL 0.5/0.5; Dissolved 0/0; Suspended 0/0. IL preparation #5 was prepared using equimolar amounts of lidocaine ... | membrane_type@Table 2: equimolar lidocaine and ibuprofen. Thermodynamic activity of neat IL = 1.0. Fastest IL flux. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: r lidocaine and ibuprofen. Thermodynamic activity of neat IL = 1.0. Fastest IL flux. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | receptor_medium@Table 2: r lidocaine and ibuprofen. Thermodynamic activity of neat IL = 1.0. Fastest IL flux. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | dose_type@Table 2: r lidocaine and ibuprofen. Thermodynamic activity of neat IL = 1.0. Fastest IL flux. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69...
record_1781048540af,10.1248/cpb.c21-00033,claude,v3,#6,#6,ibuprofen,0.4,molar fraction,molar fraction at preparation,lidocaine 0.6 molar fraction [at preparation]; ibuprofen 0.4 molar fraction [at preparation]; IL (lidocaine-ibuprofen) 0.4 molar fraction (each component) [after preparation]; dissolved lidocaine in IL 0.2 molar fraction [after preparation]; suspended lidocaine in IL 0.0 molar fraction [after preparation; no suspension],amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,formulation@Table 2: Table 2. Preparation #6: At preparation 0.6/0.4; After preparation IL 0.4/0.4; Dissolved LID 0.2/IBU 0; Suspended 0/0 | membrane_type@Table 2: paration IL 0.4/0.4; Dissolved LID 0.2/IBU 0; Suspended 0/0 Excess lidocaine dissolved in IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japa... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: IL 0.4/0.4; Dissolved LID 0.2/IBU 0; Suspended 0/0 Excess lidocaine dissolved in IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | receptor_medium@Table 2: IL 0.4/0.4; Dissolved LID 0.2/IBU 0; Suspended 0/0 Excess lidocaine dissolved in IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | dose_type@Table 2: IL 0.4/0.4; Dissolved LID 0.2/IBU 0; Suspended 0/0 Excess lidocaine dissolved in IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69...
record_b0d3bc96b995,10.1248/cpb.c21-00033,claude,v3,#7,#7,ibuprofen,0.3,molar fraction,molar fraction at preparation,lidocaine 0.7 molar fraction [at preparation]; ibuprofen 0.3 molar fraction [at preparation]; IL (lidocaine-ibuprofen) 0.3 molar fraction (each component) [after preparation]; dissolved lidocaine in IL 0.4 molar fraction [after preparation]; suspended lidocaine in IL 0.0 molar fraction [after preparation; no suspension],amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,formulation@Table 2: Table 2. Preparation #7: At preparation 0.7/0.3; After preparation IL 0.3/0.3; Dissolved LID 0.4/IBU 0; Suspended 0/0 | membrane_type@Table 2: 0.3; Dissolved LID 0.4/IBU 0; Suspended 0/0 Excess lidocaine dissolved in IL; clear solution. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japa... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: olved LID 0.4/IBU 0; Suspended 0/0 Excess lidocaine dissolved in IL; clear solution. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | receptor_medium@Table 2: olved LID 0.4/IBU 0; Suspended 0/0 Excess lidocaine dissolved in IL; clear solution. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | dose_type@Table 2: olved LID 0.4/IBU 0; Suspended 0/0 Excess lidocaine dissolved in IL; clear solution. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69...
record_b2c674a09bff,10.1248/cpb.c21-00033,claude,v3,#8,#8,ibuprofen,0.2,molar fraction,molar fraction at preparation,"lidocaine 0.8 molar fraction [at preparation]; ibuprofen 0.2 molar fraction [at preparation]; IL (lidocaine-ibuprofen) 0.2 molar fraction (each component) [after preparation]; dissolved lidocaine in IL 0.38 molar fraction [after preparation; 0.38±0.02 mean±SD, n=3]; suspended lidocaine in IL 0.22 molar fraction [after preparation; LID-suspended IL]",amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,formulation@Table 2: Table 2. Preparation #8: At preparation 0.8/0.2; After preparation IL 0.2/0.2; Dissolved LID 0.38/IBU 0; Suspended LID 0.22(b)/IBU 0 | membrane_type@Table 2: Lidocaine solubility in IL = 0.38±0.02 parts per 0.2 parts IL (1.9 parts LID per 1 part IL). fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: e solubility in IL = 0.38±0.02 parts per 0.2 parts IL (1.9 parts LID per 1 part IL). fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | receptor_medium@Table 2: e solubility in IL = 0.38±0.02 parts per 0.2 parts IL (1.9 parts LID per 1 part IL). fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | dose_type@Table 2: e solubility in IL = 0.38±0.02 parts per 0.2 parts IL (1.9 parts LID per 1 part IL). fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69...
record_42659813bb90,10.1248/cpb.c21-00033,claude,v3,#9,#9,ibuprofen,0.1,molar fraction,molar fraction at preparation,lidocaine 0.9 molar fraction [at preparation]; ibuprofen 0.1 molar fraction [at preparation]; IL (lidocaine-ibuprofen) 0.1 molar fraction (each component) [after preparation]; dissolved lidocaine in IL 0.19 molar fraction [after preparation]; suspended lidocaine in IL 0.61 molar fraction [after preparation; LID-suspended IL],amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,"formulation@Table 2: Table 2. Preparation #9: At preparation 0.9/0.1; After preparation IL 0.1/0.1; Dissolved LID 0.19/IBU 0; Suspended LID 0.61(b)/IBU 0 | membrane_type@Table 2: eparation IL 0.1/0.1; Dissolved LID 0.19/IBU 0; Suspended LID 0.61(b)/IBU 0 LID-suspended IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japa... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: IL 0.1/0.1; Dissolved LID 0.19/IBU 0; Suspended LID 0.61(b)/IBU 0 LID-suspended IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69,... | receptor_medium@Table 2: IL 0.1/0.1; Dissolved LID 0.19/IBU 0; Suspended LID 0.61(b)/IBU 0 LID-suspended IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69,... | dose_type@Table 2: IL 0.1/0.1; Dissolved LID 0.19/IBU 0; Suspended LID 0.61(b)/IBU 0 LID-suspended IL. fluxss calculated 1–8 h. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69,..."
record_f7c477c76555,10.1248/cpb.c21-00033,claude,v3,#10,#10,ibuprofen,0.0,molar fraction,molar fraction at preparation,"lidocaine 1.0 molar fraction [at preparation; 100% suspended lidocaine, no IL formed]; ibuprofen 0.0 molar fraction [at preparation]; IL (lidocaine-ibuprofen) 0.0 molar fraction [after preparation]; dissolved ibuprofen in IL 0.0 molar fraction [after preparation]; suspended lidocaine in IL 1.0 molar fraction [after preparation]",amount_total,10.0,mg,8.0,h,10000.0,Franz diffusion cell,silicone membrane,synthetic,75.0,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1.0,"formulation@Table 2: Table 2. Preparation #10: At preparation LID/IBU ratio 1.0/0; #10 was lidocaine only, not an IL preparation. | membrane_type@Table 2: n #10 is pure lidocaine (not an IL preparation; ibuprofen concentration = 0). Not a relevant ibuprofen permeation row. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japa... | membrane_source@Table 2: dy using silicone membrane as skin model. Ibuprofen used as anionic component of ionic liquid (lidocaine-ibuprofen IL). Steady-state flux (fluxss) reported in µmol/cm2/h from 1–... | membrane_thickness_um@Table 2: pure lidocaine (not an IL preparation; ibuprofen concentration = 0). Not a relevant ibuprofen permeation row. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | receptor_medium@Table 2: pure lidocaine (not an IL preparation; ibuprofen concentration = 0). Not a relevant ibuprofen permeation row. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69... | dose_type@Table 2: pure lidocaine (not an IL preparation; ibuprofen concentration = 0). Not a relevant ibuprofen permeation row. --- PAGE 1 ---  © 2021 The Pharmaceutical Society of Japan Vol. 69..."
record_201abe3c58a1,10.1186/2050-6511-13-5,claude,v4,Ibuprofen – Control,Ibuprofen – Control,ibuprofen,,,,,amount_total,23.4,mg,6.0,hours,13220.338983050848,Franz diffusion cell,bovine split skin,bovine udder (Holstein Friesian),600.0,phosphate buffered saline (PBS),infinite,infinite dose,1.77,formulation@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 | endpoint@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 | membrane_type@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. No microneedle pretreatment. n=5–6. --... | membrane_source@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. No microneedle pretreatment. n=5–6. --... | membrane_thickness_um@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. No microneedle pretreatment. n=5–6. --... | receptor_medium@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. No microneedle pretreatment. n=5–6. --...
record_b595315133cb,10.1186/2050-6511-13-5,claude,v4,Ibuprofen – 200 μm microneedle,Ibuprofen – 200 μm microneedle,ibuprofen,,,,,amount_total,23.4,mg,6.0,hours,13220.338983050848,Franz diffusion cell,"bovine split skin, pretreated with 200 μm microneedle roller",bovine udder (Holstein Friesian),600.0,phosphate buffered saline (PBS),infinite,infinite dose,1.77,formulation@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 | endpoint@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 | membrane_type@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. Skin pretreated with 200 μm microneedl... | membrane_source@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. Skin pretreated with 200 μm microneedl... | membrane_thickness_um@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. Skin pretreated with 200 μm microneedl... | receptor_medium@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. Skin pretreated with 200 μm microneedl...
record_f8d0d6249889,10.1186/2050-6511-13-5,claude,v4,Ibuprofen – 300 μm microneedle,Ibuprofen – 300 μm microneedle,ibuprofen,,,,,amount_total,23.4,mg,6.0,hours,13220.338983050848,Franz diffusion cell,"bovine split skin, pretreated with 300 μm microneedle roller",bovine udder (Holstein Friesian),600.0,phosphate buffered saline (PBS),infinite,infinite dose,1.77,formulation@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 | endpoint@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 | membrane_type@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. Skin pretreated with 300 μm microneedl... | membrane_source@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. Skin pretreated with 300 μm microneedl... | membrane_thickness_um@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. Skin pretreated with 300 μm microneedl... | receptor_medium@Table 1: Recovery (%) ... Ibuprofen Control 6.76 | 200 μm 11.15 | 300 μm 17.75 Cumulative recovery (%) of applied dose recovered in receptor fluid. Skin pretreated with 300 μm microneedl...
record_d16c057fc54f,10.1208/s12249-013-9995-4,claude,v4,F1,F1,Ibuprofen,5.0,% w/v,w/v,Vit. E TPGS level 1.0 coded level note=source cell=+1 (2.0); HPMC K100 level 1.0 coded level note=source cell=+1 (1.0); particle size factor 1.0 nm note=source cell=+1 (300),amount_total,298.0,μg,24.0,h,465.625,Franz diffusion cell,dermatomed porcine skin; human skin,porcine,,PBS (pH 7.4),infinite,infinite dose,0.64,"formulation@Table 2: F1 | +1 (300) | +1 (2.0) | +1 (1.0) | 96.4 (0.7) | 26.0 (3.6) | 298.0 (57.8) | 536.5 (63.4) | 1142.4 (107.5) | endpoint@Table 2: F1 | +1 (300) | +1 (2.0) | +1 (1.0) | 96.4 (0.7) | 26.0 (3.6) | 298.0 (57.8) | 536.5 (63.4) | 1142.4 (107.5) | membrane_type@Table 2: 36, 48, 72 h. Formulation details in Table I (nanosuspension characterization) and Table II (DOE factorial design with flux and cumulative permeation). Key variables: particle s... | membrane_source@Table 2: website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme Study uses ibuprofen as... | receptor_medium@Table 2: ration with PBS, the skin was mounted on static vertical Franz Diffusion cells—Permegear Inc., Bethlehem, PA (receptor volume 5.1 ml, donor area 0.64 cm 2 ) by clamping them bet... | dose_type@Table 2: , donor area 0.64 cm 2 ) by clamping them between the donor and receptor compartments. The receptor compartment was filled with PBS (pH 7.4) and maintained at 37 ± 0.5°C with co..."
